transaction_id,user_id,transaction_date,product_category,amount_usd
TX_112284,USR_14854,2024-10-28,Crypto,323.57
TX_112285,USR_10905,2024-03-18,Equities,151.78
TX_112286,USR_11183,2025-04-01,Robo-Advisory,70.47
TX_112287,USR_12219,2025-10-10,High-Yield Savings,140.33
TX_112288,USR_13644,2025-02-20,Crypto,206.98
TX_112289,USR_11088,2024-02-26,Crypto,16.45
TX_112290,USR_11192,2025-11-01,Crypto,542.13
TX_112291,USR_12128,2024-10-21,High-Yield Savings,434.94
TX_112292,USR_13451,2025-11-23,Crypto,145.79
TX_112293,USR_13841,2024-12-18,Robo-Advisory,349.07
TX_112294,USR_10331,2025-01-03,Equities,135.46
TX_112295,USR_11211,2024-12-03,Crypto,35.4
TX_112296,USR_11048,2025-09-19,High-Yield Savings,118.7
TX_112297,USR_14088,2025-03-17,Crypto,219.37
TX_112298,USR_12275,2024-11-27,High-Yield Savings,265.96
TX_112299,USR_11634,2025-04-17,Equities,230.04
TX_112300,USR_13605,2024-01-27,Robo-Advisory,241.44
TX_112301,USR_10502,2025-09-08,Crypto,225.97
TX_112302,USR_13569,2024-09-01,High-Yield Savings,480.95
TX_112303,USR_11079,2025-11-19,Crypto,218.14
TX_112304,USR_11334,2024-07-10,Robo-Advisory,164.99
TX_112305,USR_14647,2024-07-23,Crypto,173.35
TX_112306,USR_14018,2025-07-28,Crypto,89.44
TX_112307,USR_14216,2025-09-16,Robo-Advisory,671.02
TX_112308,USR_12073,2025-02-09,Robo-Advisory,143.89
TX_112309,USR_14054,2024-01-02,Robo-Advisory,404.59
TX_112310,USR_10022,2025-11-09,High-Yield Savings,1193.23
TX_112311,USR_11849,2024-07-25,Robo-Advisory,531.34
TX_112312,USR_12163,2025-10-24,Crypto,343.73
TX_112313,USR_10479,2024-11-13,High-Yield Savings,3113.41
TX_112314,USR_12354,2024-04-18,Equities,555.25
TX_112315,USR_12748,2024-10-29,High-Yield Savings,546.75
TX_112316,USR_12539,2024-05-27,Robo-Advisory,46.34
TX_112317,USR_14864,2025-06-08,Equities,173.92
TX_112318,USR_11143,2025-11-25,Crypto,37.16
TX_112319,USR_12333,2024-06-03,Equities,161.79
TX_112320,USR_12645,2024-04-15,High-Yield Savings,3386.54
TX_112321,USR_10838,2025-02-18,Crypto,112.74
TX_112322,USR_11849,2025-06-17,Crypto,94.81
TX_112323,USR_13386,2024-02-01,Crypto,48.63
TX_112324,USR_12852,2024-11-15,Equities,395.73
TX_112325,USR_12209,2024-01-22,Crypto,670.28
TX_112326,USR_11392,2025-05-04,Robo-Advisory,95.56
TX_112327,USR_13256,2024-02-16,High-Yield Savings,503.51
TX_112328,USR_11959,2024-01-01,Equities,771.64
TX_112329,USR_10275,2025-04-08,Robo-Advisory,817.48
TX_112330,USR_14624,2024-06-19,Equities,422.75
TX_112331,USR_11459,2024-12-08,High-Yield Savings,1879.65
TX_112332,USR_13331,2024-02-07,Robo-Advisory,29.87
TX_112333,USR_10958,2025-02-28,High-Yield Savings,1328.39
TX_112334,USR_11841,2025-04-28,Robo-Advisory,38.09
TX_112335,USR_14059,2025-02-01,Robo-Advisory,1404.9
TX_112336,USR_14145,2024-08-22,Crypto,130.38
TX_112337,USR_13377,2024-12-28,Equities,137.85
TX_112338,USR_12524,2025-05-29,Robo-Advisory,619.6
TX_112339,USR_10487,2024-10-26,Equities,680.28
TX_112340,USR_12127,2024-05-15,Crypto,71.54
TX_112341,USR_11940,2025-03-24,Equities,72.47
TX_112342,USR_12453,2024-03-25,High-Yield Savings,1351.3
TX_112343,USR_14014,2024-11-13,Robo-Advisory,328.05
TX_112344,USR_13797,2024-03-16,Robo-Advisory,137.38
TX_112345,USR_14350,2024-03-26,Robo-Advisory,335.26
TX_112346,USR_10959,2024-07-30,Equities,142.84
TX_112347,USR_12563,2024-07-07,Robo-Advisory,797.73
TX_112348,USR_10463,2025-05-22,Robo-Advisory,161.52
TX_112349,USR_11936,2024-09-19,Robo-Advisory,75.22
TX_112350,USR_14131,2024-12-06,High-Yield Savings,2501.46
TX_112351,USR_10015,2024-11-11,Crypto,83.32
TX_112352,USR_14070,2024-01-22,Equities,618.04
TX_112353,USR_10918,2025-02-08,Crypto,154.24
TX_112354,USR_11613,2025-05-23,Crypto,37.8
TX_112355,USR_10822,2024-01-13,Robo-Advisory,185.86
TX_112356,USR_12120,2024-08-24,Equities,931.86
TX_112357,USR_13391,2025-04-17,High-Yield Savings,357.3
TX_112358,USR_11966,2025-09-30,Crypto,112.92
TX_112359,USR_11881,2024-02-13,Equities,421.7
TX_112360,USR_10739,2024-10-07,Equities,1125.3
TX_112361,USR_14853,2024-12-17,High-Yield Savings,1223.59
TX_112362,USR_13066,2024-02-24,Crypto,312.3
TX_112363,USR_13843,2025-06-24,High-Yield Savings,2627.83
TX_112364,USR_10797,2024-03-20,High-Yield Savings,791.97
TX_112365,USR_13210,2024-11-24,Robo-Advisory,53.34
TX_112366,USR_11586,2025-05-23,Crypto,341.93
TX_112367,USR_13730,2025-08-10,High-Yield Savings,338.27
TX_112368,USR_11777,2024-12-11,Crypto,127.28
TX_112369,USR_12531,2025-05-17,High-Yield Savings,263.07
TX_112370,USR_12434,2025-02-02,Robo-Advisory,998.93
TX_112371,USR_13917,2024-11-19,Crypto,11.87
TX_112372,USR_14553,2024-02-13,Equities,249.52
TX_112373,USR_12469,2025-07-03,Robo-Advisory,1235.65
TX_112374,USR_12279,2024-04-21,Crypto,39.3
TX_112375,USR_11367,2024-09-24,Crypto,199.37
TX_112376,USR_12767,2024-11-11,Robo-Advisory,326.85
TX_112377,USR_11397,2024-08-01,Robo-Advisory,28.62
TX_112378,USR_10154,2025-05-21,Equities,1127.29
TX_112379,USR_13186,2024-12-15,Equities,61.57
TX_112380,USR_11115,2024-01-15,Crypto,195.27
TX_112381,USR_13665,2025-08-03,Robo-Advisory,204.81
TX_112382,USR_13596,2025-03-27,High-Yield Savings,181.14
TX_112383,USR_11114,2024-03-30,Robo-Advisory,216.14
TX_112384,USR_10699,2024-06-19,High-Yield Savings,1448.52
TX_112385,USR_14200,2024-10-01,High-Yield Savings,170.41
TX_112386,USR_10595,2025-08-12,High-Yield Savings,2975.87
TX_112387,USR_11013,2024-12-12,Equities,249.48
TX_112388,USR_10539,2024-04-29,Robo-Advisory,90.73
TX_112389,USR_10011,2024-06-14,High-Yield Savings,2320.1
TX_112390,USR_11943,2024-10-08,Equities,316.88
TX_112391,USR_14459,2025-09-09,High-Yield Savings,2453.7
TX_112392,USR_10661,2024-08-02,Crypto,63.93
TX_112393,USR_14633,2024-12-27,Crypto,141.79
TX_112394,USR_14409,2025-05-12,Robo-Advisory,1147.69
TX_112395,USR_11422,2024-11-12,High-Yield Savings,635.42
TX_112396,USR_11245,2025-05-16,Crypto,114.29
TX_112397,USR_10579,2024-07-23,Equities,874.63
TX_112398,USR_10261,2025-10-13,Crypto,160.52
TX_112399,USR_10495,2024-12-25,Equities,825.29
TX_112400,USR_14225,2025-10-29,Crypto,76.08
TX_112401,USR_14887,2025-05-02,Crypto,89.97
TX_112402,USR_12136,2025-03-15,Crypto,14.47
TX_112403,USR_10629,2024-10-11,Crypto,253.16
TX_112404,USR_10505,2024-01-15,Robo-Advisory,268.18
TX_112405,USR_10206,2024-12-06,Equities,460.87
TX_112406,USR_13431,2024-05-21,Crypto,70.63
TX_112407,USR_13130,2025-10-17,Crypto,347.58
TX_112408,USR_11854,2025-04-19,High-Yield Savings,1582.04
TX_112409,USR_11660,2024-10-10,Crypto,19.02
TX_112410,USR_12581,2024-02-05,Crypto,226.58
TX_112411,USR_14979,2025-01-28,Equities,70.92
TX_112412,USR_10284,2025-11-17,Robo-Advisory,149.21
TX_112413,USR_10718,2024-06-30,Equities,354.16
TX_112414,USR_13988,2025-01-27,Crypto,166.84
TX_112415,USR_10501,2024-08-07,Crypto,178.15
TX_112416,USR_10257,2025-01-16,Crypto,114.53
TX_112417,USR_14905,2025-03-23,Robo-Advisory,144.18
TX_112418,USR_12597,2024-03-23,Equities,507.15
TX_112419,USR_11922,2024-02-26,High-Yield Savings,1481.38
TX_112420,USR_11239,2025-08-11,Robo-Advisory,127.16
TX_112421,USR_13294,2024-06-27,High-Yield Savings,1188.04
TX_112422,USR_13013,2024-11-14,Robo-Advisory,234.87
TX_112423,USR_14617,2024-11-12,Equities,85.48
TX_112424,USR_10887,2024-11-18,Equities,989.28
TX_112425,USR_13454,2024-01-28,Robo-Advisory,758.55
TX_112426,USR_10744,2024-01-14,Equities,517.56
TX_112427,USR_13436,2024-09-02,Robo-Advisory,511.16
TX_112428,USR_11704,2025-11-07,Equities,499.97
TX_112429,USR_10210,2025-09-15,High-Yield Savings,986.49
TX_112430,USR_14064,2025-11-22,Equities,572.94
TX_112431,USR_11956,2025-06-17,High-Yield Savings,1201.21
TX_112432,USR_12526,2024-08-10,Robo-Advisory,393.65
TX_112433,USR_11702,2024-09-13,Crypto,154.76
TX_112434,USR_14214,2024-08-09,Robo-Advisory,1106.95
TX_112435,USR_10485,2024-02-23,Robo-Advisory,318.38
TX_112436,USR_12156,2025-11-16,High-Yield Savings,744.89
TX_112437,USR_12501,2024-04-21,Robo-Advisory,39.71
TX_112438,USR_13310,2025-04-19,Robo-Advisory,449.69
TX_112439,USR_14607,2024-03-25,Equities,108.53
TX_112440,USR_11066,2024-03-08,Crypto,131.32
TX_112441,USR_14227,2024-05-06,Equities,54.41
TX_112442,USR_11815,2024-07-12,Equities,674.34
TX_112443,USR_12798,2025-10-08,High-Yield Savings,344.42
TX_112444,USR_13629,2024-04-10,High-Yield Savings,615.01
TX_112445,USR_14056,2024-03-11,Crypto,211.65
TX_112446,USR_10197,2024-03-06,High-Yield Savings,1185.95
TX_112447,USR_13371,2024-07-22,Robo-Advisory,95.15
TX_112448,USR_14315,2024-05-10,High-Yield Savings,589.85
TX_112449,USR_14963,2024-01-01,Equities,346.17
TX_112450,USR_11315,2024-02-04,Equities,301.1
TX_112451,USR_12572,2025-05-13,Robo-Advisory,320.89
TX_112452,USR_14862,2024-05-15,High-Yield Savings,755.19
TX_112453,USR_11181,2025-10-22,Crypto,142.57
TX_112454,USR_13341,2024-09-17,Crypto,52.95
TX_112455,USR_10256,2024-11-07,Crypto,1188.75
TX_112456,USR_12748,2024-10-13,Crypto,232.84
TX_112457,USR_12562,2024-03-30,High-Yield Savings,702.95
TX_112458,USR_11667,2024-09-13,High-Yield Savings,4241.61
TX_112459,USR_12648,2025-01-31,Crypto,194.27
TX_112460,USR_10636,2025-06-27,Crypto,100.71
TX_112461,USR_12822,2025-03-28,Crypto,45.71
TX_112462,USR_10007,2025-08-18,Robo-Advisory,285.09
TX_112463,USR_11579,2024-11-02,High-Yield Savings,592.59
TX_112464,USR_10134,2024-04-01,Equities,72.02
TX_112465,USR_13831,2025-01-25,Robo-Advisory,150.7
TX_112466,USR_14925,2025-01-14,Crypto,12.9
TX_112467,USR_14120,2024-02-27,High-Yield Savings,1019.79
TX_112468,USR_12512,2025-04-05,Equities,78.39
TX_112469,USR_14469,2024-10-14,Equities,96.72
TX_112470,USR_12243,2025-05-08,Robo-Advisory,864.0
TX_112471,USR_12169,2024-01-18,High-Yield Savings,1152.9
TX_112472,USR_14867,2024-06-22,Equities,1244.06
TX_112473,USR_14654,2025-06-03,Crypto,21.18
TX_112474,USR_13957,2024-08-08,Crypto,667.14
TX_112475,USR_11232,2024-10-08,High-Yield Savings,1832.12
TX_112476,USR_13372,2025-06-13,High-Yield Savings,2126.42
TX_112477,USR_10953,2025-10-03,Crypto,373.75
TX_112478,USR_11538,2025-03-06,High-Yield Savings,3482.03
TX_112479,USR_10907,2025-05-04,Crypto,198.19
TX_112480,USR_11680,2025-07-14,Equities,521.72
TX_112481,USR_11909,2025-03-17,Crypto,29.66
TX_112482,USR_14089,2024-12-09,High-Yield Savings,237.62
TX_112483,USR_10618,2024-10-04,Robo-Advisory,134.87
TX_112484,USR_12788,2025-09-01,Crypto,89.69
TX_112485,USR_11909,2025-04-24,Equities,2327.08
TX_112486,USR_12844,2024-04-08,High-Yield Savings,1329.63
TX_112487,USR_14301,2025-02-12,Crypto,166.32
TX_112488,USR_14678,2025-08-12,High-Yield Savings,1055.55
TX_112489,USR_10696,2025-03-03,Crypto,30.82
TX_112490,USR_13404,2024-06-05,High-Yield Savings,1048.44
TX_112491,USR_14303,2025-06-02,Crypto,55.73
TX_112492,USR_10404,2025-01-18,Robo-Advisory,276.23
TX_112493,USR_12435,2024-10-07,High-Yield Savings,522.31
TX_112494,USR_11510,2025-06-03,Equities,411.36
TX_112495,USR_14962,2025-01-21,High-Yield Savings,1275.49
TX_112496,USR_12318,2024-10-13,Robo-Advisory,213.5
TX_112497,USR_14088,2025-03-31,Robo-Advisory,30.8
TX_112498,USR_12484,2024-03-08,Robo-Advisory,77.79
TX_112499,USR_10857,2024-05-14,Robo-Advisory,307.22
TX_112500,USR_13729,2024-05-21,Robo-Advisory,93.47
TX_112501,USR_12392,2025-02-21,High-Yield Savings,374.33
TX_112502,USR_14068,2024-07-15,Robo-Advisory,376.39
TX_112503,USR_14282,2025-06-07,Equities,325.97
TX_112504,USR_10019,2024-02-06,Equities,695.8
TX_112505,USR_12420,2024-10-09,High-Yield Savings,210.87
TX_112506,USR_13026,2024-03-25,High-Yield Savings,1930.76
TX_112507,USR_10066,2025-01-11,High-Yield Savings,1152.41
TX_112508,USR_13133,2025-08-11,Crypto,121.78
TX_112509,USR_13557,2025-08-23,Robo-Advisory,516.34
TX_112510,USR_10785,2025-06-29,Crypto,453.44
TX_112511,USR_12132,2025-07-13,Equities,577.83
TX_112512,USR_11429,2024-01-17,Crypto,31.39
TX_112513,USR_11418,2025-10-22,Equities,530.66
TX_112514,USR_13690,2024-09-27,Crypto,10.48
TX_112515,USR_11547,2025-06-21,Robo-Advisory,144.5
TX_112516,USR_14271,2024-04-08,Crypto,191.43
TX_112517,USR_10358,2024-05-19,Equities,1075.88
TX_112518,USR_11562,2025-05-22,High-Yield Savings,632.38
TX_112519,USR_14386,2024-01-22,Robo-Advisory,108.7
TX_112520,USR_12177,2024-08-15,Robo-Advisory,78.53
TX_112521,USR_13810,2024-07-31,Robo-Advisory,224.22
TX_112522,USR_10478,2024-12-18,High-Yield Savings,810.84
TX_112523,USR_10647,2024-03-14,Crypto,112.99
TX_112524,USR_10263,2025-01-25,High-Yield Savings,467.05
TX_112525,USR_13742,2024-09-07,Robo-Advisory,215.21
TX_112526,USR_12956,2025-06-23,Robo-Advisory,154.76
TX_112527,USR_11561,2025-04-10,Robo-Advisory,1281.33
TX_112528,USR_11436,2025-08-28,Equities,154.49
TX_112529,USR_12005,2024-11-01,Equities,113.85
TX_112530,USR_13140,2024-12-30,Crypto,261.3
TX_112531,USR_10907,2025-08-28,Robo-Advisory,468.36
TX_112532,USR_10129,2025-04-08,Equities,902.64
TX_112533,USR_10937,2024-09-22,Robo-Advisory,230.81
TX_112534,USR_13718,2025-05-02,Equities,173.58
TX_112535,USR_10814,2025-05-27,Equities,1232.63
TX_112536,USR_13962,2024-03-13,High-Yield Savings,1994.35
TX_112537,USR_13381,2024-07-30,Crypto,215.46
TX_112538,USR_10014,2025-08-16,Equities,68.22
TX_112539,USR_12037,2024-06-13,Equities,382.83
TX_112540,USR_13488,2025-03-18,Robo-Advisory,149.61
TX_112541,USR_10706,2025-01-30,Robo-Advisory,151.51
TX_112542,USR_10702,2025-08-30,Robo-Advisory,65.37
TX_112543,USR_14841,2025-06-07,Crypto,332.04
TX_112544,USR_14131,2025-07-21,Crypto,51.66
TX_112545,USR_14842,2024-07-22,Equities,75.24
TX_112546,USR_12555,2025-03-15,Robo-Advisory,209.38
TX_112547,USR_14741,2024-11-07,High-Yield Savings,1041.45
TX_112548,USR_12986,2025-05-21,Robo-Advisory,157.25
TX_112549,USR_13939,2024-04-16,Robo-Advisory,162.56
TX_112550,USR_14951,2025-06-28,High-Yield Savings,699.77
TX_112551,USR_13338,2025-11-01,High-Yield Savings,1485.8
TX_112552,USR_10516,2024-07-08,Robo-Advisory,114.0
TX_112553,USR_10797,2025-04-18,Equities,1457.37
TX_112554,USR_10484,2025-05-28,Equities,290.24
TX_112555,USR_13674,2024-02-21,Equities,322.0
TX_112556,USR_12711,2025-08-15,High-Yield Savings,291.52
TX_112557,USR_10442,2025-10-02,Robo-Advisory,212.63
TX_112558,USR_11653,2024-12-16,Crypto,188.86
TX_112559,USR_11013,2025-01-14,High-Yield Savings,595.68
TX_112560,USR_10962,2024-04-02,High-Yield Savings,356.45
TX_112561,USR_10572,2025-04-03,Robo-Advisory,462.75
TX_112562,USR_14453,2025-05-07,Robo-Advisory,296.15
TX_112563,USR_14716,2024-05-11,High-Yield Savings,905.88
TX_112564,USR_11830,2024-01-08,Equities,293.77
TX_112565,USR_13842,2024-12-21,Crypto,60.38
TX_112566,USR_14901,2025-10-22,Crypto,28.46
TX_112567,USR_10815,2024-11-26,Crypto,56.38
TX_112568,USR_13671,2025-01-30,Equities,210.3
TX_112569,USR_12536,2024-08-05,Robo-Advisory,147.68
TX_112570,USR_11210,2024-12-12,Robo-Advisory,120.34
TX_112571,USR_13134,2025-05-21,Crypto,13.52
TX_112572,USR_10554,2024-12-24,Robo-Advisory,129.52
TX_112573,USR_12792,2024-11-28,High-Yield Savings,111.22
TX_112574,USR_14920,2024-03-21,Equities,716.88
TX_112575,USR_14062,2025-08-02,Robo-Advisory,88.24
TX_112576,USR_13765,2024-03-04,High-Yield Savings,253.15
TX_112577,USR_14302,2025-09-06,Crypto,160.19
TX_112578,USR_11264,2025-06-23,Robo-Advisory,918.11
TX_112579,USR_10893,2025-08-18,Robo-Advisory,790.01
TX_112580,USR_12172,2025-03-30,Crypto,129.76
TX_112581,USR_12304,2025-05-18,Crypto,73.91
TX_112582,USR_13163,2025-08-06,Crypto,47.31
TX_112583,USR_14832,2025-04-27,High-Yield Savings,680.61
TX_112584,USR_13958,2025-04-21,Equities,72.75
TX_112585,USR_14383,2024-10-29,Crypto,142.28
TX_112586,USR_11238,2024-07-22,Robo-Advisory,738.19
TX_112587,USR_11817,2025-10-22,Equities,597.09
TX_112588,USR_10766,2024-02-17,Robo-Advisory,314.73
TX_112589,USR_12559,2025-04-08,Robo-Advisory,125.57
TX_112590,USR_10572,2025-11-09,Robo-Advisory,200.84
TX_112591,USR_14463,2024-10-14,High-Yield Savings,3784.79
TX_112592,USR_12332,2024-01-06,Crypto,212.81
TX_112593,USR_12110,2024-12-09,Equities,82.5
TX_112594,USR_14741,2024-12-17,Equities,154.05
TX_112595,USR_10750,2025-02-05,High-Yield Savings,788.13
TX_112596,USR_12811,2024-07-02,Robo-Advisory,574.29
TX_112597,USR_14456,2025-04-02,Equities,1253.14
TX_112598,USR_13554,2025-06-04,Crypto,69.86
TX_112599,USR_12418,2024-08-30,Crypto,38.95
TX_112600,USR_12988,2024-01-27,Crypto,29.87
TX_112601,USR_10854,2025-09-04,Crypto,22.82
TX_112602,USR_12850,2025-10-09,Crypto,36.2
TX_112603,USR_13379,2024-06-29,Crypto,25.82
TX_112604,USR_10193,2025-07-31,Equities,394.09
TX_112605,USR_11577,2024-01-04,Crypto,223.11
TX_112606,USR_11480,2025-04-02,Crypto,63.35
TX_112607,USR_14428,2024-01-25,Equities,410.85
TX_112608,USR_10746,2025-11-11,Robo-Advisory,658.72
TX_112609,USR_14961,2025-04-06,Equities,1310.76
TX_112610,USR_13087,2024-07-20,Robo-Advisory,154.88
TX_112611,USR_14740,2025-10-07,High-Yield Savings,1683.32
TX_112612,USR_10149,2024-06-25,Equities,87.16
TX_112613,USR_13865,2024-02-06,High-Yield Savings,1121.46
TX_112614,USR_14897,2024-03-23,High-Yield Savings,1174.76
TX_112615,USR_14977,2024-06-25,High-Yield Savings,1046.96
TX_112616,USR_12328,2024-07-30,Robo-Advisory,79.11
TX_112617,USR_11675,2025-09-30,Crypto,174.61
TX_112618,USR_12586,2025-10-11,Robo-Advisory,103.94
TX_112619,USR_12389,2024-07-28,Equities,1295.55
TX_112620,USR_10673,2025-08-13,Crypto,23.92
TX_112621,USR_13701,2024-04-05,Crypto,179.02
TX_112622,USR_11360,2024-05-18,High-Yield Savings,692.27
TX_112623,USR_13066,2024-08-31,Equities,250.57
TX_112624,USR_13146,2024-08-08,Crypto,64.36
TX_112625,USR_13617,2025-05-02,Robo-Advisory,164.39
TX_112626,USR_13067,2024-10-21,High-Yield Savings,417.77
TX_112627,USR_12162,2025-01-19,Robo-Advisory,580.13
TX_112628,USR_11444,2025-07-29,Equities,543.88
TX_112629,USR_14025,2025-07-12,Crypto,211.31
TX_112630,USR_12160,2024-05-15,Robo-Advisory,104.27
TX_112631,USR_13353,2024-03-16,Robo-Advisory,95.69
TX_112632,USR_14819,2024-05-05,Crypto,93.75
TX_112633,USR_11770,2024-12-13,Equities,666.03
TX_112634,USR_14544,2025-04-11,Equities,1836.31
TX_112635,USR_11702,2025-04-21,Robo-Advisory,162.65
TX_112636,USR_10194,2024-04-15,Crypto,307.06
TX_112637,USR_10574,2025-01-16,Crypto,411.97
TX_112638,USR_12629,2024-08-13,Robo-Advisory,27.1
TX_112639,USR_14686,2025-09-18,High-Yield Savings,1604.0
TX_112640,USR_14643,2025-02-06,Crypto,93.75
TX_112641,USR_10388,2024-03-28,Equities,496.42
TX_112642,USR_11752,2024-08-13,High-Yield Savings,1002.27
TX_112643,USR_10660,2024-11-17,Crypto,311.59
TX_112644,USR_12832,2025-07-29,Robo-Advisory,86.82
TX_112645,USR_14629,2024-04-18,Robo-Advisory,375.2
TX_112646,USR_10296,2025-01-15,Equities,194.7
TX_112647,USR_10330,2024-07-19,Crypto,280.14
TX_112648,USR_13849,2025-01-09,Equities,1082.9
TX_112649,USR_14950,2024-03-11,High-Yield Savings,389.46
TX_112650,USR_11284,2025-01-23,Robo-Advisory,156.73
TX_112651,USR_11078,2024-10-22,Equities,429.95
TX_112652,USR_10874,2024-06-08,Crypto,20.32
TX_112653,USR_13866,2024-12-25,Crypto,115.66
TX_112654,USR_14837,2025-06-05,Equities,506.9
TX_112655,USR_12685,2025-03-21,Equities,1255.3
TX_112656,USR_12489,2024-06-16,High-Yield Savings,646.74
TX_112657,USR_11585,2025-09-20,Crypto,51.21
TX_112658,USR_13807,2025-08-17,Equities,429.13
TX_112659,USR_12940,2024-12-10,Robo-Advisory,534.43
TX_112660,USR_14486,2025-04-30,Equities,470.43
TX_112661,USR_14468,2025-11-16,Crypto,309.97
TX_112662,USR_11502,2024-06-27,Equities,149.08
TX_112663,USR_10745,2024-05-18,High-Yield Savings,2557.38
TX_112664,USR_12612,2024-07-24,Equities,460.98
TX_112665,USR_11508,2025-11-21,Crypto,59.88
TX_112666,USR_11770,2025-09-10,Equities,97.51
TX_112667,USR_13779,2025-04-11,Robo-Advisory,48.94
TX_112668,USR_11961,2024-02-02,High-Yield Savings,1447.52
TX_112669,USR_11595,2024-05-09,Crypto,457.65
TX_112670,USR_14780,2025-09-21,Equities,695.43
TX_112671,USR_12533,2025-08-27,Robo-Advisory,427.4
TX_112672,USR_13658,2024-03-22,Crypto,43.38
TX_112673,USR_10465,2024-04-19,Equities,238.05
TX_112674,USR_12069,2024-01-10,Robo-Advisory,507.29
TX_112675,USR_12443,2025-11-26,Robo-Advisory,233.44
TX_112676,USR_11232,2025-02-02,High-Yield Savings,129.82
TX_112677,USR_10144,2025-06-22,High-Yield Savings,465.81
TX_112678,USR_12352,2025-04-14,Crypto,328.58
TX_112679,USR_11807,2025-10-22,Robo-Advisory,535.95
TX_112680,USR_13048,2025-02-18,Robo-Advisory,86.74
TX_112681,USR_14042,2024-05-07,Crypto,52.4
TX_112682,USR_14139,2025-04-26,Equities,1487.97
TX_112683,USR_14202,2025-03-29,Crypto,87.37
TX_112684,USR_14245,2024-09-25,Robo-Advisory,70.37
TX_112685,USR_11287,2025-02-27,Equities,397.17
TX_112686,USR_10109,2025-06-10,Robo-Advisory,216.33
TX_112687,USR_14845,2025-03-18,High-Yield Savings,4424.98
TX_112688,USR_14819,2024-08-10,Crypto,165.53
TX_112689,USR_12790,2025-03-01,Crypto,100.92
TX_112690,USR_14423,2025-10-24,High-Yield Savings,654.54
TX_112691,USR_10861,2024-12-31,Crypto,152.77
TX_112692,USR_10460,2024-04-08,High-Yield Savings,1012.87
TX_112693,USR_11104,2024-11-05,Equities,603.12
TX_112694,USR_10743,2025-06-03,Robo-Advisory,264.1
TX_112695,USR_12410,2024-04-06,High-Yield Savings,2974.79
TX_112696,USR_13792,2025-10-29,Robo-Advisory,26.2
TX_112697,USR_14993,2025-08-05,High-Yield Savings,1085.11
TX_112698,USR_10442,2025-05-05,Equities,837.22
TX_112699,USR_11833,2025-01-31,High-Yield Savings,212.57
TX_112700,USR_10885,2024-06-18,High-Yield Savings,217.77
TX_112701,USR_13604,2024-06-07,High-Yield Savings,219.4
TX_112702,USR_14356,2024-01-13,High-Yield Savings,3510.76
TX_112703,USR_14375,2024-04-29,High-Yield Savings,2343.19
TX_112704,USR_13221,2024-11-01,High-Yield Savings,238.73
TX_112705,USR_10151,2024-11-22,Crypto,167.91
TX_112706,USR_11596,2025-02-09,High-Yield Savings,1147.3
TX_112707,USR_11671,2025-04-26,Crypto,31.59
TX_112708,USR_11534,2024-05-16,Equities,424.84
TX_112709,USR_11565,2025-04-27,Equities,70.29
TX_112710,USR_10950,2025-05-29,Equities,52.95
TX_112711,USR_12914,2024-01-21,High-Yield Savings,509.47
TX_112712,USR_12492,2024-09-05,Robo-Advisory,779.89
TX_112713,USR_11341,2025-08-11,High-Yield Savings,1086.77
TX_112714,USR_10731,2024-12-18,Equities,65.98
TX_112715,USR_14333,2024-09-22,Robo-Advisory,35.64
TX_112716,USR_10538,2025-02-05,Crypto,29.13
TX_112717,USR_10768,2025-05-02,Equities,208.49
TX_112718,USR_12856,2024-09-13,High-Yield Savings,299.03
TX_112719,USR_13725,2025-07-03,Robo-Advisory,101.33
TX_112720,USR_12121,2025-11-25,Crypto,35.79
TX_112721,USR_11734,2025-08-10,Crypto,234.82
TX_112722,USR_14391,2024-02-12,Crypto,87.77
TX_112723,USR_10013,2024-02-20,Robo-Advisory,360.59
TX_112724,USR_14707,2024-04-02,Crypto,64.97
TX_112725,USR_13674,2025-07-25,High-Yield Savings,818.22
TX_112726,USR_14490,2024-01-05,Equities,520.06
TX_112727,USR_10190,2024-02-11,Equities,85.22
TX_112728,USR_12864,2024-09-14,Equities,195.43
TX_112729,USR_14102,2025-03-19,Robo-Advisory,1015.74
TX_112730,USR_11104,2025-02-01,Equities,1018.68
TX_112731,USR_12812,2025-07-12,Equities,1368.37
TX_112732,USR_10651,2025-07-19,Equities,70.36
TX_112733,USR_11380,2024-02-04,Equities,465.2
TX_112734,USR_10801,2025-07-12,Equities,212.53
TX_112735,USR_14544,2025-01-14,Equities,981.95
TX_112736,USR_12121,2025-06-12,Robo-Advisory,297.74
TX_112737,USR_11984,2025-01-21,Crypto,41.53
TX_112738,USR_14140,2024-03-13,Equities,85.73
TX_112739,USR_11552,2024-11-15,High-Yield Savings,1552.88
TX_112740,USR_12792,2024-11-27,High-Yield Savings,3285.91
TX_112741,USR_12723,2024-01-07,Robo-Advisory,140.9
TX_112742,USR_12022,2025-04-21,Equities,333.87
TX_112743,USR_14670,2024-11-13,Robo-Advisory,421.08
TX_112744,USR_11430,2025-09-25,Equities,497.05
TX_112745,USR_14188,2024-01-18,Equities,531.97
TX_112746,USR_12513,2025-11-18,Equities,203.37
TX_112747,USR_10603,2024-01-11,High-Yield Savings,234.25
TX_112748,USR_10326,2025-09-29,Robo-Advisory,216.66
TX_112749,USR_13838,2024-05-26,High-Yield Savings,1067.64
TX_112750,USR_12775,2025-08-18,Robo-Advisory,466.16
TX_112751,USR_13639,2025-05-01,Crypto,22.36
